Customer #	Interarrival Time (min)	Servive Time (min)
1			4.44 			5.12 
2			3.19 			1.98 
3			3.29 			1.94 
4			4.86 			0.71 
5			5.55 			2.07 
6			4.10 			1.63 
7			4.22 			2.41 
8			5.07 			3.64 
9			2.47 			2.62 
10			3.37 			2.68 
11			5.49 			3.57 
12			2.12 			5.10 
13			3.11 			3.51 
14			4.28 			3.19 
15			4.29 			2.56 
16			4.53 			3.15 
17			3.51 			2.79 
18			4.02 			1.84 
19			4.29 			2.95 
20			4.51 			3.26 
21			3.52 			2.86 
22			3.30 			2.57 
23			4.01 			3.21 
24			4.25 			3.05 
25			2.87 			2.80 
26			4.55 			3.55 
27			4.43 			3.20 
28			4.48 			2.08 
29			3.56 			1.57 
30			3.15 			4.69 
31			4.83 			0.44 
32			2.78 			4.02 
33			2.51 			4.23 
34			5.29 			1.69 
35			4.90 			2.65 
36			3.64 			2.91 
37			3.41 			3.93 
38			5.63 			3.83 
39			3.05 			3.19 
40			4.43 			3.73 
41			5.00 			2.60 
42			2.18 			4.26 
43			4.13 			3.18 
44			4.21 			0.26 
45			4.41 			2.22 
46			3.13 			1.02 
47			4.10 			3.07 
48			2.44 			3.52 
49			4.18 			0.63 
50			4.46 			2.09 
51			3.49 			3.13 
52			3.47 			5.46 
53			3.58 			3.24 
54			2.86 			2.32 
55			3.93 			4.43 
56			4.36 			1.31 
57			3.03 			2.33 
58			5.29 			4.01 
59			5.96 			3.89 
60			3.89 			3.06 
61			3.87 			2.39 
62			3.31 			4.73 
63			4.33 			2.13 
64			3.89 			3.30 
65			2.33 			3.63 
66			2.09 			3.10 
67			4.25 			4.21 
68			2.86 			2.32 
69			3.04 			3.83 
70			4.04 			1.85 
71			4.17 			1.55 
72			4.79 			4.38 
73			3.00 			4.42 
74			2.75 			2.83 
75			3.43 			3.34 
76			2.43 			2.75 
77			3.19 			3.92 
78			3.62 			4.36 
79			4.52 			3.78 
80			4.62 			3.84 
81			3.85 			2.14 
82			3.58 			1.34 
83			3.22 			3.37 
84			3.23 			2.80 
85			5.81 			4.80 
86			2.58 			4.82 
87			3.20 			2.76 
88			5.32 			1.73 
89			4.88 			3.42 
90			4.44 			3.90 
91			4.84 			3.94 
92			4.31 			2.62 
93			4.83 			3.74 
94			3.45 			2.43 
95			6.01 			4.08 
96			1.19 			2.93 
97			4.67 			3.78 
98			2.12 			3.13 
99			5.79 			3.09 
100			3.55 			3.70 
101			4.11 			2.74 
102			5.22 			2.32 
103			3.21 			4.10 
104			2.82 			5.06 
105			3.53 			1.97 
106			3.68 			3.99 
107			5.42 			4.86 
108			3.06 			4.14 
109			2.38 			2.38 
110			4.75 			2.68 
111			4.16 			2.43 
112			3.11 			3.38 
113			3.73 			0.88 
114			3.25 			1.95 
115			4.37 			4.19 
116			2.32 			3.67 
117			5.46 			3.72 
118			4.08 			2.50 
119			4.73 			3.64 
120			3.09 			2.77 
121			4.88 			2.14 
122			3.80 			2.65 
123			3.74 			1.97 
124			1.83 			3.50 
125			2.88 			3.21 
126			4.05 			3.38 
127			5.14 			2.00 
128			4.49 			3.66 
129			3.52 			3.44 
130			5.57 			0.82 
131			5.93 			2.59 
132			4.26 			2.67 
133			2.48 			3.07 
134			4.92 			2.81 
135			2.94 			1.93 
136			4.61 			3.60 
137			5.64 			1.64 
138			5.44 			2.68 
139			2.85 			4.46 
140			2.39 			4.49 
141			2.97 			4.13 
142			4.44 			3.27 
143			2.04 			3.14 
144			2.95 			2.81 
145			3.29 			4.69 
146			5.60 			2.15 
147			2.97 			2.67 
148			3.42 			2.60 
149			4.45 			2.31 
150			6.71 			5.80 
151			4.13 			5.17 
152			4.69 			2.26 
153			1.79 			3.41 
154			4.61 			3.68 
155			2.49 			3.03 
156			3.38 			4.07 
157			4.41 			3.84 
158			2.28 			1.07 
159			4.35 			3.56 
160			4.51 			2.82 
161			4.71 			3.88 
162			2.94 			1.78 
163			4.65 			3.87 
164			4.54 			3.34 
165			4.74 			2.51 
166			4.81 			1.45 
167			5.73 			2.49 
168			4.86 			3.29 
169			3.98 			3.43 
170			4.10 			2.99 
171			6.51 			4.35 
172			4.53 			2.52 
173			4.67 			3.64 
174			3.54 			2.62 
175			2.78 			2.53 
176			4.12 			2.70 
177			4.93 			3.31 
178			4.34 			3.43 
179			4.20 			3.28 
180			3.85 			2.28 
181			7.50 			2.97 
182			4.00 			4.55 
183			4.23 			3.92 
184			4.69 			2.74 
185			4.01 			2.60 
186			3.47 			1.21 
187			2.08 			4.54 
188			1.88 			2.85 
189			4.53 			1.47 
190			4.87 			3.36 
191			4.89 			2.02 
192			5.74 			3.46 
193			4.43 			3.33 
194			4.47 			3.42 
195			5.11 			2.34 
196			3.03 			3.39 
197			2.39 			4.64 
198			4.12 			3.31 
199			4.81 			2.53 
200			3.70 			1.49 
201			4.62 			1.61 
202			4.23 			3.98 
203			1.81 			2.43 
204			3.67 			3.22 
205			4.84 			3.51 
206			5.24 			3.34 
207			4.72 			3.69 
208			4.81 			2.72 
209			4.36 			2.02 
210			4.95 			2.23 
211			2.25 			2.11 
212			2.54 			2.18 
213			4.20 			4.92 
214			3.98 			3.13 
215			2.80 			3.64 
216			5.65 			2.53 
217			4.77 			4.35 
218			2.64 			3.62 
219			4.75 			2.39 
220			3.07 			2.86 
221			3.03 			2.62 
222			5.45 			4.71 
223			4.37 			3.21 
224			3.66 			4.88 
225			4.21 			2.88 
226			4.48 			2.05 
227			2.96 			2.46 
228			4.89 			3.28 
229			5.88 			2.14 
230			3.24 			3.42 
231			4.16 			2.64 
232			3.89 			2.61 
233			3.22 			3.03 
234			4.01 			3.63 
235			3.53 			2.70 
236			5.73 			1.98 
237			3.30 			2.61 
238			5.40 			2.42 
239			6.45 			3.55 
240			4.12 			2.81 
241			4.90 			2.79 
242			4.03 			3.29 
243			3.61 			2.13 
244			3.39 			2.43 
245			5.21 			1.61 
246			3.96 			2.00 
247			4.24 			4.05 
248			4.99 			2.07 
249			2.82 			2.92 
250			4.25 			3.12 
251			3.99 			2.49 
252			3.68 			4.25 
253			3.06 			3.18 
254			3.19 			3.70 
255			5.12 			1.76 
256			3.75 			2.23 
257			5.05 			4.16 
258			4.12 			2.81 
259			5.25 			3.08 
260			2.24 			4.22 
261			2.82 			6.15 
262			5.39 			2.13 
263			5.44 			3.20 
264			4.32 			2.61 
265			4.79 			3.26 
266			2.78 			2.84 
267			3.37 			3.44 
268			4.01 			3.24 
269			3.23 			1.42 
270			2.62 			3.59 
271			3.76 			4.35 
272			5.27 			2.53 
273			3.32 			2.74 
274			3.31 			2.86 
275			2.93 			4.32 
276			4.43 			2.71 
277			3.68 			4.54 
278			4.41 			2.85 
279			5.29 			3.68 
280			2.77 			4.62 
281			1.48 			4.10 
282			4.50 			2.25 
283			4.48 			3.35 
284			4.09 			3.13 
285			4.05 			5.28 
286			5.12 			3.45 
287			4.96 			2.33 
288			1.69 			3.37 
289			4.17 			0.38 
290			1.92 			3.32 
291			3.30 			2.62 
292			3.49 			1.51 
293			2.42 			3.24 
294			3.59 			2.71 
295			3.83 			4.36 
296			5.15 			2.91 
297			2.02 			3.21 
298			2.62 			4.07 
299			5.31 			2.66 
300			5.00 			3.51 
301			3.12 			3.89 
302			4.89 			3.54 
303			3.38 			1.00 
304			3.23 			1.11 
305			3.39 			3.57 
306			3.17 			3.20 
307			3.76 			2.82 
308			4.95 			3.29 
309			3.57 			2.54 
310			4.01 			2.98 
311			3.31 			5.04 
312			4.71 			3.89 
313			4.60 			4.01 
314			2.37 			2.84 
315			4.24 			2.33 
316			4.80 			3.69 
317			4.06 			1.38 
318			2.66 			3.66 
319			4.02 			3.71 
320			5.09 			1.66 
321			4.41 			3.54 
322			6.83 			2.04 
323			2.63 			3.29 
324			3.37 			2.46 
325			5.38 			3.36 
326			2.52 			2.59 
327			2.97 			4.51 
328			5.20 			3.75 
329			5.25 			3.27 
330			3.03 			2.70 
331			4.06 			2.57 
332			5.00 			3.61 
333			3.62 			2.74 
334			4.91 			1.93 
335			2.52 			1.70 
336			3.63 			1.52 
337			2.97 			3.33 
338			5.51 			3.31 
339			3.88 			1.43 
340			3.56 			3.87 
341			3.49 			3.06 
342			3.83 			4.01 
343			4.68 			3.24 
344			4.93 			3.15 
345			3.89 			2.61 
346			3.52 			2.73 
347			4.88 			3.90 
348			4.81 			2.50 
349			4.01 			4.06 
350			3.80 			3.36 
351			4.97 			4.48 
352			3.64 			3.65 
353			3.73 			3.76 
354			4.57 			4.35 
355			2.52 			2.28 
356			4.43 			3.92 
357			4.77 			3.37 
358			4.33 			1.09 
359			4.21 			4.10 
360			4.67 			2.52 
361			1.03 			4.01 
362			3.85 			1.78 
363			4.31 			4.71 
364			4.59 			2.69 
365			6.83 			1.65 
366			4.72 			3.10 
367			4.22 			2.29 
368			3.04 			1.16 
369			4.77 			2.93 
370			3.61 			2.44 
371			4.00 			4.61 
372			4.04 			3.06 
373			2.70 			4.11 
374			4.61 			2.97 
375			4.68 			2.05 
376			4.21 			2.17 
377			2.25 			2.89 
378			5.03 			2.96 
379			3.75 			1.47 
380			5.74 			2.57 
381			4.50 			3.72 
382			3.54 			2.90 
383			1.24 			3.93 
384			4.11 			0.59 
385			3.24 			3.81 
386			3.22 			3.31 
387			5.05 			3.40 
388			4.12 			2.82 
389			3.90 			3.25 
390			3.78 			2.92 
391			3.75 			3.59 
392			5.49 			1.99 
393			3.54 			4.62 
394			4.75 			3.48 
395			3.03 			2.70 
396			3.62 			3.06 
397			4.05 			2.14 
398			3.29 			2.28 
399			6.00 			2.02 
400			4.55 			5.33 
401			4.36 			3.75 
402			4.05 			3.51 
403			3.57 			5.46 
404			3.90 			3.90 
405			2.04 			2.17 
406			4.88 			1.55 
407			3.77 			2.57 
408			2.34 			3.38 
409			4.79 			4.34 
410			3.03 			1.66 
411			2.19 			4.03 
412			4.95 			3.04 
413			5.11 			3.38 
414			3.09 			3.78 
415			3.95 			4.74 
416			3.52 			1.46 
417			4.35 			2.82 
418			3.79 			0.61 
419			3.47 			4.05 
420			6.06 			1.42 
421			5.48 			2.98 
422			4.00 			3.70 
423			4.45 			3.88 
424			1.81 			2.15 
425			5.90 			4.17 
426			2.08 			1.90 
427			4.58 			3.11 
428			3.65 			2.47 
429			5.40 			2.39 
430			1.93 			2.89 
431			3.40 			1.81 
432			3.62 			3.65 
433			5.17 			3.33 
434			2.02 			3.05 
435			2.99 			2.15 
436			4.89 			4.60 
437			3.92 			3.81 
438			4.54 			3.79 
439			5.44 			2.00 
440			5.38 			2.15 
441			2.89 			3.02 
442			2.93 			5.05 
443			3.68 			5.70 
444			5.15 			2.03 
445			4.84 			2.78 
446			4.81 			4.69 
447			3.02 			3.11 
448			1.40 			1.97 
449			1.68 			2.81 
450			2.49 			2.79 
451			3.50 			1.90 
452			3.74 			3.19 
453			3.62 			2.78 
454			1.88 			2.91 
455			3.80 			3.45 
456			3.78 			2.66 
457			3.56 			4.21 
458			3.20 			3.97 
459			4.32 			2.73 
460			4.77 			2.42 
461			6.81 			2.25 
462			3.94 			3.26 
463			3.15 			5.17 
464			4.53 			1.98 
465			2.98 			2.95 
466			3.01 			3.72 
467			2.91 			2.96 
468			3.27 			4.07 
469			2.51 			3.63 
470			3.29 			2.76 
471			1.84 			4.65 
472			2.05 			3.04 
473			5.09 			2.50 
474			3.21 			3.70 
475			3.72 			1.85 
476			2.91 			2.79 
477			3.77 			3.25 
